"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"18885","spm","","901550","33840","100852","Amer. Mus. 970","","","","ulna","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-107.115555","47.546665","US","Montana","Garfield","based on nearby landmark","seconds","small collection","on Hell Creek, 130 mi NW of Miles City; 1 mi. S of camp on old Sieber Ranch. Brasley: ""along the banks of a small stream, a tributary of the Missouri, sp,e 135 miles northwest of Miles City, Montana""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:56:39","2010-12-13 04:56:39"
"18886","spm","","487602","0","49016","Amer. Mus. 5033","","","","femur","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-106.161316","47.839645","US","Montana","McCone","based on nearby landmark","6","outcrop","Sand Arroyo (Sand Creek), 16 miles SE of Lismas, MT. 4 mi E of the CK Ranch; also listed as in the badlands between Sand Creek and Prairie Elk (Creek)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:57:49","2010-12-13 04:57:49"
"18887","spm","","487602","0","49016","Amer. Mus. 5033","","","","tibia","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-106.161316","47.839645","US","Montana","McCone","based on nearby landmark","6","outcrop","Sand Arroyo (Sand Creek), 16 miles SE of Lismas, MT. 4 mi E of the CK Ranch; also listed as in the badlands between Sand Creek and Prairie Elk (Creek)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:57:49","2010-12-13 04:57:49"
"18888","spm","","487602","0","49016","Amer. Mus. 5033","","","","fibula","","1","table","","","Triceratops horridus","species","63766","72.1","66","Osborn","1933","13079","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-106.161316","47.839645","US","Montana","McCone","based on nearby landmark","6","outcrop","Sand Arroyo (Sand Creek), 16 miles SE of Lismas, MT. 4 mi E of the CK Ranch; also listed as in the badlands between Sand Creek and Prairie Elk (Creek)","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-13 21:57:49","2010-12-13 04:57:49"
"18890","spm","","408400","0","13212","Yale Mus. No. 1905","holotype","","","scapula","","1","table","","","Camarasaurus grandis","species","52961","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:34:14","2010-12-14 01:34:14"
"18891","spm","","408400","0","13212","Yale Mus. No. 1905","holotype","","","humerus","","1","table","","","Camarasaurus grandis","species","52961","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:34:14","2010-12-14 01:34:14"
"18892","spm","","408400","0","13212","Yale Mus. No. 1905","holotype","","","ulna","","1","table","","","Camarasaurus grandis","species","52961","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:34:14","2010-12-14 01:34:14"
"18893","spm","","408400","0","13212","Yale Mus. No. 1905","holotype","","","ischium","","1","table","","","Camarasaurus grandis","species","52961","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:34:14","2010-12-14 01:34:14"
"18894","spm","","408400","0","13212","Yale Mus. No. 1905","holotype","","","femur","","1","table","","an identical value is reported by Marsh 1878","Camarasaurus grandis","species","52961","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-14 18:34:14","2010-12-14 17:22:03"
"18895","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","scapula","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18896","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","coracoid","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18897","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","humerus","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18898","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","ilium","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18899","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","pubis","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18900","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","ischium","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18901","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","femur","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18902","spm","","481755","0","48127","Am. Mus. Nat. Hist. No. 5760","holotype","","","tibia","","1","table","","","Camarasaurus supremus","species","54168","157.3","145","Gilmore","1925","18056","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.231598","38.547501","US","Colorado","Fremont","estimated from map","4","small collection","Garden Park, N of Cañon City, CO. N side of Saurian Hill. About 500 yds SW of ""Cope's Nipple""","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-14 18:36:18","2010-12-14 01:36:18"
"18906","spm","","408061","0","39253","Y.P.M. No. 1878","","","","humerus","","1","table","","","Camptosaurus dispar","species","52979","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:08:58","2010-12-14 19:47:01"
"18907","spm","","408061","0","39253","Y.P.M. No. 1878","","","","radius","","1","table","","","Camptosaurus dispar","species","52979","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:08:58","2010-12-14 19:47:09"
"18908","spm","","408061","0","39253","Y.P.M. No. 1878","","","","ulna","","1","table","","","Camptosaurus dispar","species","52979","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:08:58","2010-12-14 19:47:18"
"18909","spm","","408061","0","39253","Y.P.M. No. 1877","holotype","","","femur","","1","table","","","Camptosaurus dispar","species","52979","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:08:58","2010-12-14 19:47:59"
"18910","spm","","408061","0","39253","Y.P.M. No. 1877","holotype","","","tibia","","1","table","","","Camptosaurus dispar","species","52979","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:08:58","2010-12-14 19:48:04"
"18911","spm","","408856","0","39370","YPM 1853","holotype","","","humerus","","1","table","","","Stegosaurus ungulatus","species","52985","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-106.107300","41.882500","US","Wyoming","Carbon","stated in text","4","small collection","NW 1/4 of sec. 18, T22N, R77W, Como Bluff","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-15 10:10:15","2010-12-14 17:10:15"
"18912","spm","","408856","0","39370","YPM 1853","holotype","","","tibia","","1","table","","includes astragalus","Stegosaurus ungulatus","species","52985","157.3","145","Marsh","1878","7813","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-106.107300","41.882500","US","Wyoming","Carbon","stated in text","4","small collection","NW 1/4 of sec. 18, T22N, R77W, Como Bluff","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-15 10:10:15","2010-12-14 17:10:15"
"18914","spm","","296465","0","28366","YPM 1920","holotype","","","femur","","1","text","","","Diplodocus longus","species","52920","155.7","145","Marsh","1878","7803","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-15 10:30:40","2010-12-14 17:30:40"
"18915","spm","","296465","0","28366","YPM 1920","holotype","","","tibia","","1","text","","","Diplodocus longus","species","52920","155.7","145","Marsh","1878","7803","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-15 10:30:41","2010-12-14 17:30:41"
"18916","spm","","408756","0","39344","YPM 1876","holotype","","","humerus","","1","text","","","Dryosaurus altus","species","52882","157.3","145","Marsh","1878","7803","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dryosaurus","-106.078903","41.878601","US","Wyoming","Carbon","stated in text","4","small collection","E 1/2 of NE 1/4 of sec. 17, T22N, R77W, Como Bluff","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:35:29","2010-12-14 19:03:37"
"18917","spm","","408756","0","39344","YPM 1876","holotype","","","radius","","1","text","","","Dryosaurus altus","species","52882","157.3","145","Marsh","1878","7803","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dryosaurus","-106.078903","41.878601","US","Wyoming","Carbon","stated in text","4","small collection","E 1/2 of NE 1/4 of sec. 17, T22N, R77W, Como Bluff","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:35:29","2010-12-14 19:03:37"
"18918","spm","","408756","0","39344","YPM 1876","holotype","","","tibia","","1","text","","said by Horner and Weishampel 1988 to be 400 mm","Dryosaurus altus","species","52882","157.3","145","Marsh","1878","7803","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dryosaurus","-106.078903","41.878601","US","Wyoming","Carbon","stated in text","4","small collection","E 1/2 of NE 1/4 of sec. 17, T22N, R77W, Como Bluff","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-15 10:35:29","2010-12-16 00:00:20"
